,source,sentence1,sentence2,labels.label
2710,korsts_train,오 무이레아가인 씨가 회원이었던 아일랜드 팔레스타인 연대 캠페인은 그의 석방을 환영했다.,그가 회원이었던 아일랜드 팔레스타인 연대 캠페인은 그가 학교 교환 프로젝트를 연구하고 있다고 말했다.,1.8
2711,korsts_train,"글러버는 살인자가 희생자들 중 일부를 목 졸라 죽인 끈에 ""특이한 미끄러짐""을 사용했다고 말했다.",글러버는 범인이 동축 케이블과 연장 코드를 포함한 '특이한 슬립 노트'를 사용하여 희생자 중 일부를 목 졸라 죽였다고 말했다.,2.7
2713,korsts_train,"9월, 27세의 싱가포르 연구원이 실험실에서 일하는 동안 사르스와 계약을 맺었다.",8월의 한 사례에서 싱가포르의 27세의 실험실 직원이 SARS를 개발했다.,2.3
2717,korsts_train,"모리스는 ""그 트럭은 캠벨스 크리크 지역에서 발견되었는데, 그 묘사에 부합한다""고 말했다.","모리스는 ""캠벨스 크릭 지역에서도 검은 픽업트럭이 목격됐다""고 말했다.",2.9
2722,korsts_train,"주가는 71센트, 즉 3.5% 하락하여 시간 후 거래가 19.55달러로 떨어졌다.",주가는 63센트 즉 3% 상승하여 정규 세션 나스닥 거래에서 20.26달러로 마감했다.,2.6
2723,korsts_train,수백 명의 기자와 사진기자들이 전국 케이블 네트워크에서 생중계된 청문회 전에 법원의 근거지를 늪지에 빠뜨렸다.,"수백 명의 기자와 사진작가들이 이 도시를 휩쓸었고, 5번의 올스타와 관련된 짧은 청문회는 전국 케이블 방송사에서 생중계되었다.",2.1
2725,korsts_train,셀리아 채니 윌슨은 터너 기념비적인 오전 교회의 104주년 기념 행사를 준비하는 것을 돕기 위해 왔을 때 동요하는 것 같았다고 숭배자들은 말했다.,"터너 기념비적인 에임 교회의 신도들은 그녀가 교회에 왔을 때, 도시의 동쪽에 있는 커크우드 지역에 있는 셀리아 채니 윌슨이 동요했다고 말했다.",2.2
2726,korsts_train,그는 미군에 발부된 이라크인 도망자들을 묘사한 카드 한 갑에 들어있는 다이아몬드의 에이스였다.,그는 가장 탐나는 이라크 지도자들의 사진을 보여주는 미국 카드 카드의 다이아몬드 에이스였다.,2.8
2727,korsts_train,"몬테네그로의 자유 동맹인 미오드라그 지브코비치는 31%의 득표율을 기록했고, 독립된 드래건 하즈두코비치는 4%의 득표율을 기록했다.",자유 동맹의 친독립적 급진주의자인 미오드라그 지브코비치는 31%의 득표율로 2위를 차지했다.,2.1
2728,korsts_train,지금까지 조지아는 송금된 돈의 7만 달러를 제외한 모든 것을 돌려받았다.,조지아는 FBI의 도움으로 7만 달러를 제외한 모든 돈을 돌려받았다.,3.1
2730,korsts_train,컵스 외야수 새미 소사는 금요일 메이저리그 야구에서 코르크 박쥐 사용으로 8경기 출전 정지를 당했다.,"새미 소사는 금요일 메이저리그 야구에서 코르크 박쥐를 사용해 8경기 출전 정지를 당했고, 그는 즉시 그 결정에 호소했다.",3.0
2731,korsts_train,여성의 절반은 매일 약을 복용했고 절반은 위약을 복용했다.,여성들의 절반은 오에스트로겐과 프로게스틴의 조합을 매일 알약을 받았고 나머지는 위약을 받았다.,2.5
2733,korsts_train,이브라힘은 하나의 분리 작업을 하는 동안 Goodrich와 Dr. David Staffenberg는 각각 몇 주 동안 아귀르에 대해 약 3개를 계획합니다.,"쌍둥이를 분리하기 위한 하나의 긴 작업 대신, Goodrich와 Dr. David Staffenberg는 각각 몇 주 동안 약 3개를 계획합니다.",3.0
2734,korsts_train,그 회사는 결제 서비스를 포함한 구매자들에게 다른 서비스를 제공하는 것으로 확장되었다.,그 회사는 그러한 기본 서비스를 확대하여 지불과 심지어 자금 조달까지 제공했다.,2.2
2736,korsts_train,2001년 부시 대통령은 학생 대출 마케팅 협회 이사회에 캐시 그레그를 지명했다.,2001년 부시 대통령은 그녀를 미국 최대의 학자금 대출 기관인 학자금 대출 마케팅 협회에 지명했습니다.,3.0
2737,korsts_train,보스턴 대교구는 희생자들의 옹호자뿐만 아니라 교구민들과 일부 성직자들을 화나게 한 스캔들의 물결에 직면해 있다.,"스캔들의 물결은 희생자들의 옹호자뿐만 아니라 교구민들과 일부 성직자들을 분노시켰고, 그 때 법은 더 이상 대교구를 운영할 수 없었다.",2.5
2738,korsts_train,로더데일 요새의 연방 치안 판사는 보석 없이 그를 구금하라고 명령했다.,주카리니는 플로리다 주 포트 로더데일의 연방 판사에 의해 수요일 보석 없이 수감되었다.,2.2
2739,korsts_train,그 부서의 입장은 애쉬크로프트와 부시 대통령에 대한 강력한 정치적 지지를 제공해 온 사회 보수주의자들을 소외시킬 것이라고 위협하고 있다.,"그 부서의 입장은 일부 낙태 반대자들을 실망시켰고, 그것은 애쉬크로프트와 부시 대통령에 대한 강력한 정치적 지지를 제공한 사회 보수주의자들을 소외시킬 것이라고 위협하고 있다.",3.1
2741,korsts_train,"그 자리에서, 엘리아스는 EMC의 사장 겸 CEO인 조 투치에게 보고할 것이다.","새로운 벤처의 부사장으로서, 엘리아스는 MC의 사장 겸 최고 경영자인 조 투치에게 보고할 것이다.",2.8
2742,korsts_train,"새 육군 사령관은 마사카 기갑여단 지휘관, 준장 아론다 냐카이리마로 현재 소장으로 진급하고 있다.",요웨리 무세베니 대통령은 준장 아론다 냐카이리마를 장군으로 승진시키고 그를 육군 사령관으로 임명했다.,2.0
2743,korsts_train,우편물 차단은 웹TV가 마이크로소프트에 인수된 지 5년 후에 4억 2천 5백만 달러에 설립되었다.,웹TV는 1997년에 마이크로소프트에 4억 2천 5백만 달러에 팔렸고 오늘날에는 MSN TV라고 불린다.,2.2
2747,korsts_train,피터슨은 크리스마스 이브에 있는 샌프란시스코 만에서 혼자 낚시를 하며 빈집으로 돌아왔다고 경찰에 말했다.,피터슨은 12월 24일 오전 9시 30분경에 아내를 떠나 샌프란시스코 만에서 혼자 낚시를 하겠다고 경찰에 말했다.,2.6
2748,korsts_train,연방제국의 국가 조사는 5월의 10.6에서 6월에 26.8로 사상 최고치로 뛰어올라 기대치를 훨씬 뛰어넘었다.,"5월의 10.6에서 6월의 26.8로 사상 최고치를 기록하며 제국 국가 조사가 기대치를 훨씬 뛰어넘었을 때, 물가는 역외 최고치에서 후퇴했다.",3.1
2749,korsts_train,"Det Chief Insp Norman McKinlay는 ""이 지역에 시체 나 시체가 있었다는 증거가 있다""고 말했다.","수사를 주도하는 노먼 맥킨레이 형사 수석 검사관은 ""이 지역에 시체 나 시체가 있었다는 증거가 있다.",3.0
2750,korsts_train,로버트 베넷 이사회 의장은 화요일에 밀스 처럼 인사 문제에 대해 언급을 회피했다.,밀스 씨는 어제 인사 문제에 대해 논의한 적이 없다고 말하면서 언급을 피했다.,2.2
2751,korsts_train,제프리 장군은 야랄룸라에서 근무한 기간 동안 그의 군 연금을 자선단체에 기부할 것이라고 말했다.,마젠 제퍼리는 야랄룸라에서 복무하는 동안 자선단체에 군 연금을 줄 것이라고 말했다.,3.2
2752,korsts_train,"탬파베이 감독 루 피니엘라, 벤치 코치 존 맥클라렌 그리고 우익수 오브리 허프가 9회를 끝내기 위해 파업에 대해 호프가 불려진 후 말다툼을 벌이다가 퇴장당했다.","탬파베이 감독 루 피니엘라, 벤치 코치 존 맥클라렌 그리고 허프 모두 9회 중반에 퇴장당했다.",2.6
2753,korsts_train,"그 벤처기업은 러시아와 우크라이나에 5개의 정유소와 2,100개 이상의 주유소를 소유하고 있다.","TNK-BP는 6개의 석유 생산 유닛, 5개의 정유소, 2,100개의 충전소를 가지고 있다.",2.1
2755,korsts_train,"피터 도이치 , D-fla , FDA의 플로리다에서의 노력을 비판했다.","피터 도이치, D-Fla , 그는 FDA를 축하하고 싶다고 말했다.",2.2
2758,korsts_train,"재설계된 파인더는 또한 문서 및 프로젝트의 사용자 정의 구성을 위한 검색, 컬러 레이블 및 MAC, Windows 및 Unix 파일 서버를 위한 네트워크의 동적 브라우징을 특징으로 합니다.","또한 문서를 보다 잘 구성하기 위해 컬러 레이블을 지원하고 MAC, Windows 및 Unix 파일 서버에 대한 네트워크의 동적 검색을 지원합니다.",2.9
2762,korsts_train,차례로 Suse는 Java 2 표준판을 라이센스하고 Java 응용 프로그램을 실행하기 위해 Sun의 Java 가상 컴퓨터를 배포하는 기존 계약을 공식화합니다.,독일에 본사를 둔 Nuremberg 는 Sun의 Java 2 표준판(J2se )과 Linux 소프트웨어 라인을 가로지르는 Sun의 Java 가상 머신을 라이센스할 것이다.,1.8
2765,korsts_train,"우리는 사스가 될지 모릅니다, 라고 온타리오의 공공 안전 담당 위원인 제임스 영 박사가 말했다.",우리는 매우 경계심이 강하다.온타리오의 공공 안전 담당 위원인 제임스 영 박사가 말했다.,2.4
2768,korsts_train,우리는 깨지지 않은 또는 점박이가 있는 화이트 라인을 사용할지 여부를 결정하지 않았지만 이것은 소개할 가치가 있는 실험입니다.라고 icc의 크리켓 매니저인 David Richardson이 말했습니다.,우리는 깨지지 않은 또는 점박이가 있는 화이트 라인을 사용할지 여부를 결정하지 못했습니다.라고 ICC의 크리켓 매니저인 데이브 리차드슨이 말했다.,3.0
2769,korsts_train,신세키는 베트남에서의 전투와 보스니아에서의 미국 평화유지군 수장 등 38년간의 경력을 쌓은 후 수요일 은퇴한다.,신세키의 경력에는 베트남에서의 전투와 보스니아에서의 미국의 평화유지 노력의 수장이 포함되었다.,2.8
2770,korsts_train,그 부서는 또한 주 보건 실험실에 물과 토양 샘플을 보냈다.,물 샘플은 분석을 위해 주 보건국으로 보내지고 있다.,2.4
2771,korsts_train,"그러나 그것은 민간인을 보호하기 위해 가능한 모든 것을할 의무를 그들에게 밝히지 않으며, 그것은 우리가보고 있는 것이 아닙니다.",그러나 그것은 민간인의 피해를 최소화하기 위해 가능한 모든 것을할 책임이 그들에게 명확하지 않습니다.,3.1
2775,korsts_train,NASA 위성 이미지는 북극 얼음이 10년에 거의 10%의 비율로 줄어들고 있음을 보여준다.,연구자들은 북극의 해빙이 10년마다 9%의 속도로 사라지고 있다는 것을 발견했다.,2.0
2776,korsts_train,바이오 테크 제품은 모든 테스트로 인해 기존 제품보다 안전할 수 있습니다.라고 Fraley는 말하면서 18개국이 생명 공학을 채택했다고 덧붙였다.,바이오테크 제품은 모든 테스트로 인해 기존 제품보다 안전할 수 있습니다.라고 몬산토의 수석 부사장인 로버트 프레이리가 말했습니다.,2.0
2782,korsts_train,조지아에 있는 젊은 해리스 주니어 대학의 왼손잡이 닉 마카키스는 7번째 픽으로 오리올스에 갔다.,"그 다음, 볼티모어는 조지아의 젊은 해리스 주니어 대학의 왼손 투수이자 외야수인 닉 마르카키스를 데려갔습니다.",2.9
2783,korsts_train,"우리는 시가 우리와 함께 일하는데 동의하고 이 문제에 대한 선의의 토론에 참여할 것을 희망한다. ""","알하트는 주지사가 ""도시가 우리와 계속 협력하고 선의의 토론에 참여할 것으로 기대하고 있다""고 말했다.",1.9
2785,korsts_train,그 통보는 MSNBC에 의해 금요일에 처음 보고되었다.,MSnbc.com은 금요일에 처음으로 CIA의 요청을 보고했다.,2.7
2787,korsts_train,"우리는 이것에 대해 사우디들과 계속 협력하고 있지만,이 비극적인 사건의 시간 현재 우리가 요청한 추가 보안을 제공하지 않았습니다.",그러나 그들은 이 특별한 비극적인 사건의 시간 현재 우리가 요청한 보안을 제공하지 않았다.조단 씨는 말했다.,2.2
2789,korsts_train,"코스타의 준결승 상대는 스페인의 후안 카를로스 페레로로, 그는 작년 결승전에서 이겼다.",코스타는 지난 해 결승전에서 후안 카를로스 페레로와 다시 경기를 할 것이다.,2.7
2793,korsts_train,우리는 그들이 선택할 권리가 있다고 생각한다.,"우리는 사람들이 부드러운 고객들을 선택할 권리가 있다고 생각한다,라고 엘리슨은 말했다.",2.4
2796,korsts_train,"마이크로소프트는 애플 컴퓨터의 사파리 브라우저와의 경쟁을 이유로, 미래의 매킨토시 버전의 인터넷 탐색기 브라우저 개발을 중단하고 있다고 금요일에 말했다.","마이크로소프트는 애플의 사파리가 이제 애플이 필요로 하는 전부라고 말하면서, 매킨토시 컴퓨터용 인터넷 익스플로러 브라우저 소프트웨어의 개발을 중단할 것이다.",3.0
2797,korsts_train,채프먼은 즉시 체포되지 않았고 7월 3일 기소인부절차에 출두할 것으로 예상된다.,검찰은 체포되지 않은 채프먼 씨가 다음 목요일에 기소될 것으로 보인다고 말했다.,2.6
2798,korsts_train,"부시 대통령은 지난 3개월 동안 262,000명의 미국인들의 기부금으로 그의 재선 운동을 위해 기록적인 4천 950만 달러를 모금했다고 화요일 대통령 선거 운동 의장이 말했다.","부시 대통령은 5월 재선 운동을 시작한 이후 8,390만 달러를 모금했으며, 그 중 7천만 달러를 지출해야 한다고 화요일 그의 선거캠프는 말했다.",2.3
2799,korsts_train,"오하이오, 인디애나, 미시간의 당국은 시신을 수색했다.","지금까지, 당국은 또한 펜실베니아, 오하이오, 인디애나, 미시간의 지역을 수색했다.",2.6
