index,guid,source,sentence1,sentence2,labels.label,new_label
1619,klue-sts-v1_train_01619,policy-sampled,병원에 가거나 외출할 때 마스크를 쓰는 건 필수입니다.,일부 온라인에 정부가 북한에 마스크를 몰래 지원한 것으로 오해를 불러일으키는 게시물이 있습니다.,0.7,0.7
1620,klue-sts-v1_train_01620,paraKQC-sampled,추우면 얇은 양말 말고 두꺼운 양말을 신자.,슬플 때는 참지 말고 빗속을 달려봅시다.,0,0
1621,klue-sts-v1_train_01621,policy-sampled,"또 무역협회, 중소벤처기업진흥공단 등 수출 유관기관과 연계해 제품의 고급화를 촉진한다.","또 의사환자, 조사대상 유증상자 등 의심환자 발생 시 즉시 대응할 수 있도록 시군구 보건소 및 의료기관 등 유관기관과 비상연락체계를 구축한다.",0,0
1623,klue-sts-v1_train_01623,paraKQC-para,폭우가 내릴 땐 레프팅이 불가합니다.,폭우 일 때는 레프팅 하지 마세요.,3.7,3.7
1624,klue-sts-v1_train_01624,airbnb-rtt,다만 한가지 아쉬운점은 하와이 전체적으로 벌레가 많다는 점이고 저는 이 숙소에서 벌레 문제를 겪었다는 것 입니다.,유일한 유감스러운 것은 하와이에 전체적으로 벌레가 많다는 것입니다. 그리고 저는 이 숙소에서 벌레에 문제가 있었습니다.,3.8,3.8
1626,klue-sts-v1_train_01626,airbnb-sampled,이래저래 결론적으론 자잘한 단점을 큰 장점이 덮은경우입니다,여행중 편리하게 이용 가능한 시설이 꽤 많은 편입니다.,0.3,0.3
1627,klue-sts-v1_train_01627,paraKQC-sampled,메일 가운데 국내 학회에서 오는 것들의 평균 용량이 어떻게 되지?,다른 어플리케이션 사용보다는 에어비앤비 자체 어플리케이션을 쓰는 것을 추천드립니다.,0,0
1628,klue-sts-v1_train_01628,airbnb-sampled,이 후기를 보신다면 망설임 없이 예약하세요!,여자분 혼자 묵으실 계획이라면 참고하세요!,0.3,0.3
1629,klue-sts-v1_train_01629,paraKQC-sampled,겨울에 보일러 몇도로 돌리는게 적당해?,아침에는 뉴스 보지마,0,0
1630,klue-sts-v1_train_01630,airbnb-sampled,아토차역 근처로 솔광장 근처보다 한적하고 조용합니다.,집은 현대식 아파트로 매우 깔끔하고 아담합니다.,0.2,0.2
1631,klue-sts-v1_train_01631,policy-rtt,만약 시설이 휴관하는 경우에는 긴급 돌봄 등을 지원할 예정이다.,시설이 폐쇄된 경우 응급 치료가 제공됩니다.,0.6,0.6
1632,klue-sts-v1_train_01632,airbnb-rtt,"훌륭한 시설, 세심한 배려, 라스베가스에서 생활하기 위한 모든 것을 갖추었습니다.","훌륭한 시설과 세심한 배려, 그리고 라스베가스에서 살 수 있는 모든 것이 있습니다.",4.3,4.3
1633,klue-sts-v1_train_01633,airbnb-sampled,다음에 신주쿠 쪽으로 숙소를 잡는다면 꼭 다시 이용할 계획입니다!,다음번에도 꼭 방문하여 이용할 것입니다.,1.8,1.8
1634,klue-sts-v1_train_01634,policy-sampled,"최근 대전이 기획하고, 정부가 선정한 ‘마이데이터 기반 교통약자 이동지원 서비스’나  ‘AI기반 지하철 위험·이상행동 감지 시스템’ 등이 바로 그 예다.","하지만 일본의 경제 보복은 한국 기업의 위기대응 능력을 높이고, 정부 정책 방향을 ‘방어’에서 ‘공세’로 바꾸는 원동력이 됐다는 평가다.",0,0
1635,klue-sts-v1_train_01635,airbnb-rtt,숙소에 있는 동안 관광지나 식당등의 위치를 자세히 설명해주십니다.,숙소에 있는 동안 관광지와 레스토랑의 위치를 자세히 설명해 주세요.,4.3,4.3
1636,klue-sts-v1_train_01636,policy-rtt,문 대통령은 이날 오전 호텔업계 노사 대표들과 함께한 ‘코로나19 극복 고용유지 현장 간담회’에서 이같이 밝혔다.,문 대통령은 이날 오전 호텔업계 노사 대표들이 참석한 가운데 열린 '코로나19 고용유지 극복 현장 간담회'에서 이같이 밝혔습니다.,4.1,4.1
1637,klue-sts-v1_train_01637,airbnb-sampled,영어로 호스트분과 소통은 잘 안되구요.,호스트와의 연락도 막힘없이 잘 되었구요.,1.3,1.3
1638,klue-sts-v1_train_01638,airbnb-sampled,"레알토 다리, 산마르코 광장, 무라노 및 부라노 섬 등, 위치상 최고의 숙소였습니다.",집은 리알토다리와 산마르코광장 중간지점으로 위치좋습니다,1.6,1.6
1639,klue-sts-v1_train_01639,paraKQC-sampled,작년 태풍 피해 액수는 얼마인가요?,어린이 장화의 가격 알려주세요.,0.2,0.2
1640,klue-sts-v1_train_01640,airbnb-sampled,숙소에서 아사쿠사 센소지와 갓파바시 도구거리 등 원래 목적지까지 이동이 용이했습니다.,침대 나무 바닥 등 모든것이 깨끗했습니다.,0,0
1641,klue-sts-v1_train_01641,paraKQC-sampled,안방이랑 작은방이 있는데 네가 편하게 잘 수 있는 곳으로 알려줘,인덕션을 사용하는 행위는 자제해주세요,0,0
1642,klue-sts-v1_train_01642,policy-rtt,지출안에 따르면 먼저 방역대응 체계 확충에 41억원이 투입된다.,"지출 계획에 따르면, 우선 41억 원이 검역 대응 시스템을 확장하는데 투자될 것입니다.",4,4
1643,klue-sts-v1_train_01643,airbnb-rtt,"위치, 청결, 편의 모든게 완벽했습니다!","위치, 청결, 편리함, 모든 것이 완벽했습니다!",4.5,4.5
1644,klue-sts-v1_train_01644,airbnb-rtt,주변 동네 주민들도 늘 밝은 미소로 인사해주는 기분좋은 곳입니다.,그곳은 항상 밝은 미소로 이웃 주민들이 인사하는 좋은 장소입니다.,3.7,3.7
1646,klue-sts-v1_train_01646,paraKQC-sampled,네이버 메일이랑 같이 쓰고 있는 클라우드 서비스가 뭐야?,가능한 연동없이 쓰는 것 보다는 트위치 계정과 페이스북을 연동하길 바랍니다.,0.4,0.4
1648,klue-sts-v1_train_01648,paraKQC-sampled,어떤 이유로 연구실 메일 서버가 고장났지?,네이버 메일 결제 플랜이 어떻게 돼?,0.7,0.7
1649,klue-sts-v1_train_01649,paraKQC-para,이번 학기 언제 수강신청을 정정하는 것이 가능한가요?,이번 학기 수강신청을 정정하려면 어느 기간에 해야 하나요?,3.7,3.7
1650,klue-sts-v1_train_01650,policy-rtt,보다 구체적인 보험 적용 대상과 의료비 경감 효과는 의료계와 협의하고 관련 법적 절차가 진행 후 마련된다.,의료계와 보다 구체적인 보험 적용 범위와 의료비 절감 효과에 대해 논의하고 진행 후 관련 법적 절차를 준비합니다.,3,3
1651,klue-sts-v1_train_01651,paraKQC-sampled,비와 눈 중 네가 좋아하는 것은 뭐야?,열대야 일 때는 저온 말고 미온에 사워해줘.,0,0
1652,klue-sts-v1_train_01652,paraKQC-sampled,메일이 일본 도메인으로 전송되지 않도록 해야합니다.,왜 이 어플리케이션을 쓰고있나요? 저는 에어비앤비 자체 어플리케이션을 추천해요.,0,0
1653,klue-sts-v1_train_01653,paraKQC-sampled,추위에는 손발 내놓지 말아라.,예측해주세요. 내일 비 올 확률을.,0,0
1654,klue-sts-v1_train_01654,paraKQC-sampled,내일 미용실에 아침에 갈거니 오후에 갈거니?,야구시합 언제 보러 가시나요?,0.1,0.1
1655,klue-sts-v1_train_01655,paraKQC-sampled,진급 심사 다음 달 언제로 하기로 했나요?,토플 스터디 모임 시간이 언제인가?,0,0
1656,klue-sts-v1_train_01656,airbnb-rtt,지금까지 만나본 에어비앤비 호스트 중 가장 불친절한 호스트였음.,그는 내가 만난 호스트 중 가장 불친절했어요.,3.6,3.6
1657,klue-sts-v1_train_01657,airbnb-sampled,즐거운 여행에 좋은추억 까지 만들수 있었다.,덕분에 아주 좋은 추억 많이 만들었어요,3.2,2.5
1658,klue-sts-v1_train_01658,paraKQC-sampled,세탁기말고 세탁 건조기 새로 사자,목욕물을 개인별로 세팅하고 싶은데 어떤 방법이 좋은지 좀 말해봐,0,0
1659,klue-sts-v1_train_01659,paraKQC-sampled,집에 불 켜지마,세탁기랑 티비 불 켜져있니?,0.5,0.5
1660,klue-sts-v1_train_01660,airbnb-sampled,저는 빈에 온다면 꼭 다시 그녀의 숙소를 이용할거예요,밀라노에 다시온다면 이 숙소를 또 이용할 것입니다.,2,2
1661,klue-sts-v1_train_01661,airbnb-rtt,택시타고 공항갔을 때 20유로로 15분내에 도착했었어요.,"택시를 타고 공항에 갔을 때, 15분만에 20유로에 도착했습니다.",4.7,4.7
1662,klue-sts-v1_train_01662,airbnb-rtt,집 바로 옆에 슈퍼가 있고 무엇보다 집이 조용해요.,"우리 집 바로 옆에 슈퍼마켓이 있는데, 무엇보다도 조용해요.",3.7,3.7
1663,klue-sts-v1_train_01663,policy-sampled,"실내오염물질 관련 조사·연구, 기술개발 등 업무를 수행하는 ‘실내환경관리센터’를 지역별로 지정·육성해 실내공기질 관리 부문의 전문역량을 강화한다.","이를 달성하기 위해 환경부는 공간별 맞춤형 공기질 관리, 건강민감계층 및 사회적·경제적 취약계층 보호, 국민생활 밀착형 정책을 추진한다.",0.5,0.5
1664,klue-sts-v1_train_01664,airbnb-rtt,"다만, 뜨거운 물이 잘 안나오는 것 같아요.","하지만, 뜨거운 물이 잘 나오지 않는 것 같아요.",4.8,4.8
1665,klue-sts-v1_train_01665,paraKQC-para,청소할 때 일반 청소기는 보지말고 로봇 청소기 사서 쓰는게 좋을 것 같아.,진공청소기사지말고 로봇청소기 구입해서 사용해.,2.4,3
1666,klue-sts-v1_train_01666,airbnb-rtt,"편의점, 음식점, 버블티가게, 빵집 다 30초거리에 있구요,","편의점, 식당, 버블 찻집, 빵집 모두 30초 거리에 있습니다.",4.7,4.7
1667,klue-sts-v1_train_01667,airbnb-rtt,사그라다 파밀리아는 걸어서 갈 수 있는 거리에요.,사그라다 파밀리아는 걸어갈 수 있는 거리에 있습니다.,4.7,4.7
1668,klue-sts-v1_train_01668,airbnb-sampled,"와이파이 잘 터지고, 무엇보다 렌트카 이용하실 분들은 여기 주차 무료입니다.",소금밖에 없으니 요리하실 분들은 주의하세요.,0,0
1669,klue-sts-v1_train_01669,airbnb-rtt,호스트가 매우 친절했고 숙소위치가 아주 좋았음,집주인은 매우 친절했고 숙소는 매우 좋았습니다.,4,4
1670,klue-sts-v1_train_01670,paraKQC-para,말해주세요. 어제 입은 비옷의 색깔을.,어제 입은 비옷은 무슨 색깔이야?,3.9,3.9
1671,klue-sts-v1_train_01671,policy-sampled,초등학교 3~4학년 어린이를 기준으로 게임을 완료하려면 최대 30분 정도 소요된다.,2020.3~4월의 평균 소득(매출액)과 비교 대상 기간의 소득(매출액)을 비교하여 판단함,0,0
1672,klue-sts-v1_train_01672,policy-sampled,내년부터 영재학교 간 중복지원을 금지하면서 영재학교와 과학고의 전형 기간을 축소한다.,"내년부터 AI 기반 사이버침해 대응체계를 고도화하고, 딥페이크 등 신유형의 역기능 대응을 위한 범부처 협업체계를 구축한다.",0.3,0.3
1673,klue-sts-v1_train_01673,paraKQC-sampled,일정 없는 시간 오늘 중에 있으면 좀 알려주어.,약속을 마음대로 변경하지 마시고 한번 잡은 약속은 꼭 지켜주십시오.,0.6,0.6
1674,klue-sts-v1_train_01674,paraKQC-para,지금 집에 조명 켜져있는 방이 어디야?,집에 조명 안꺼진 곳이 어디쯤이야?,3.2,3.2
1675,klue-sts-v1_train_01675,policy-rtt,4차 산업혁명시대에 접어든 만큼 핵심 자원을 확보하기 위해 생산적 RD 생태계를 조성한다.,4차 산업 혁명 시대로 접어들면서 핵심 자원을 확보하기 위한 생산적인 RD 생태계를 조성할 것입니다.,4.3,4.3
1676,klue-sts-v1_train_01676,airbnb-rtt,저녁에 주변에 놀꺼리가 조금 부족한듯하며 해변 산책도 위험한 듯합니다.,"저녁에는, 주변에 오락거리가 조금 부족한 것 같고, 해변을 산책하는 것은 위험해 보입니다.",4.2,4.2
1677,klue-sts-v1_train_01677,airbnb-rtt,무거운짐이 아니라면 걸어가기 괜찮은 위치입니다.,무거운 짐이 아니라면 걷기 좋은 장소입니다.,3.7,3.7
1678,klue-sts-v1_train_01678,airbnb-rtt,실제 호스트는 다른건물에서 거주하고 계십니다.,실제 호스트는 다른 건물에 있습니다.,3.7,3.7
1679,klue-sts-v1_train_01679,airbnb-sampled,특히 화장실에 문이 없어서 좀 불편해요.,단점 건물밖에 음식물 쓰레기통이 있어서 좀 지저분해요.,0,0
1680,klue-sts-v1_train_01680,airbnb-sampled,여행 기간 동안 너무 잘 지내어서 다시 감사의 뜻을 보냅니다.,당신 여행의 품격을 심각하게 저해합니다.,0.3,0.3
1681,klue-sts-v1_train_01681,airbnb-rtt,모든것에 만족 다음에 오면 또 여기 묵을거에요.,저는 모든 것에 만족해요. 여기 도착하면 다시 여기 있을게요.,3.8,3.8
1682,klue-sts-v1_train_01682,airbnb-rtt,단독 화장실이 있는 개인실에서 지냈습니다.,저는 개인 욕실이 있는 개인 방에 머물렀습니다.,3.6,3.6
1683,klue-sts-v1_train_01683,airbnb-rtt,집 주변에 맛집이나 예쁜 술집이 많아요.,우리 집 주위에는 좋은 식당과 예쁜 술집이 많이 있습니다.,3.8,3.8
1684,klue-sts-v1_train_01684,policy-sampled,중수본은 9일 국무총리 주재 아프리카돼지열병 상황점검회의에서 방역대책을 더욱 강화하기로 했다.,정부는 재원 1조 5000억 원 중 9400억 원은 예비비로 지출하기로 했다.,0,0
1686,klue-sts-v1_train_01686,paraKQC-sampled,남해엔 언제 꽃이 펴?,미세먼지 실시간 확인 어플은?,0,0
1687,klue-sts-v1_train_01687,airbnb-sampled,여러모로 하우스 키핑을 제외하면 호텔정도의 편안함을 갖춘 곳 입니다.,깔끔하고 호스트의 배려가 깊은 편안한 곳입니다.,1.3,1.3
1688,klue-sts-v1_train_01688,paraKQC-para,이번 달 출장 기간이 어떻게 되시죠?,이번 달에 얼마나 출장 다녀오시나요?,4.1,4.1
1689,klue-sts-v1_train_01689,paraKQC-sampled,"야 잠금장치가 중요할까, 침입 경고장치가 중요할까?",다음달까지 기다리지마시고 보일러 점검 예약 이번달 중에 잡아놓자,0,0
1690,klue-sts-v1_train_01690,policy-rtt,측정은 실내라돈 권고 기준(148Bq/㎥ 이하) 준수 여부를 확인하는 방식이다.,측정은 권장 실내 라돈 기준 (148 Bq/μ 미만) 준수 여부를 확인하는 방법입니다.,4.2,4.2
1691,klue-sts-v1_train_01691,policy-sampled,표준단독주택은 전국 단독주택(다가구주택·다중주택·용도혼합 주택 포함) 418만채 중에서 선정됐으며 지방자치단체가 나머지 개별단독주택의 가격을 산정할 때 기준으로 쓰인다.,올해 전국 22만채의 표준단독주택 공시가격이 작년보다 4.47% 오른 것으로 집계됐다.,0.7,0.7
1692,klue-sts-v1_train_01692,policy-rtt,문 대통령은 이날 오후 경기도 평택에 있는 마스크 생산업체 우일씨앤텍을 방문했다.,"그 날 오후, 문 대통령은 경기도 평택의 마스크 생산업체인 우일 C&T를 방문했습니다.",4.3,4.3
1693,klue-sts-v1_train_01693,policy-sampled,"동남권 메가시티 외에 경남형 지역뉴딜 사업 계획과 방향, 이에 임하는 각오나 포부를 말씀해주세요.","향후에는 그린 뉴딜, 디지털 뉴딜 등 한국형 뉴딜 사업과 같은 국정기조와 규제자유특구의 연계성을 더욱 높여나갈 계획입니다.",0.1,0.1
1694,klue-sts-v1_train_01694,airbnb-rtt,다만 완전분리된 개인공간은 아니었어요.,그것은 완전히 분리된 사적인 공간이 아니었습니다.,3.8,3.8
1696,klue-sts-v1_train_01696,airbnb-sampled,화장실 변기 속은 솔질한번 제대로 안되었을것같에 불결하다 .,숙소 인테리어에 굉장히 많은 신경을 쓴것 같다.,0,0
1697,klue-sts-v1_train_01697,paraKQC-para,네이버 메일을 최대 얼마나 되는 기간동안 받은편지함에 저장할 수 있나요?,네이버 메일에서 받은 편지함에는 최대 얼마나 오래 저장이 되나요?,4.2,4.2
1698,klue-sts-v1_train_01698,paraKQC-para,베란다 조명은 절대 끄지마,베란다 조명은 끄면 안돼,4.3,4.3
